id,gram,termID
20,ion,"[1, 4, 12, 18, 23, 60, 92, 100, 104, 108, 114, 116, 136, 137, 138, 143, 144, 145, 152, 155, 159, 163, 179, 183, 189, 192, 194, 220, 222, 223, 224, 228, 232, 239, 241, 257, 263, 271, 274, 290, 296, 314, 321, 340, 361, 373, 384, 386, 400, 401, 402, 416, 438, 442, 444, 446, 457, 465, 470, 487, 489, 511, 523, 527, 543, 544, 546, 551, 554, 558, 567, 570, 577, 581, 588, 591, 595, 596, 601, 607, 619, 621, 650, 654, 657, 659, 662, 721, 726, 758, 759, 760, 763, 764, 767, 788, 798, 810, 818, 825, 839, 851, 857, 859, 863, 878, 882, 893, 897, 904, 933, 950, 955, 982, 1002, 1016, 1017, 1019, 1020, 1024, 1033, 1034, 1036, 1062, 1071, 1081, 1082, 1119, 1122, 1124, 1129, 1135, 1147, 1153, 1157, 1160, 1162, 1166, 1202, 1216, 1239, 1257, 1258, 1275, 1293, 1315, 1321, 1330, 1345, 1345, 1347, 1352, 1356, 1372, 1391, 1392, 1416, 1421, 1436, 1457, 1458, 1502, 1503, 1509, 1513, 1529, 1530, 1534, 1544, 1556, 1557, 1567, 1577, 1584, 1600, 1602, 1616, 1631, 1641, 1644, 1660, 1663, 1675, 1696, 1704, 1707, 1714, 1725, 1735, 1736, 1750, 1753, 1762, 1779, 1790, 1804, 1810, 1829, 1857, 1864, 1867, 1870, 1892, 1893, 1904, 1911, 1915, 1934, 1947, 1967, 1976, 1977, 1980, 1986, 2003, 2011, 2017, 2040, 2065, 2095, 2096, 2110, 2161, 2164, 2170, 2182, 2199, 2200, 2213, 2228, 2239, 2261, 2266, 2271, 2273, 2286, 2291, 2292, 2293, 2309, 2370, 2392, 2393, 2399, 2399, 2415, 2425, 2440, 2444, 2501, 2517, 2521, 2526, 2534, 2541, 2545, 2549, 2566, 2574, 2587, 2604, 2644, 2645, 2661, 2670, 2680, 2703, 2706, 2727, 2729, 2739, 2740, 2757, 2783, 2786, 2790, 2804, 2861, 2865, 2872, 2875, 2902, 2904, 2910, 2921, 2923, 2931, 2956, 2988, 3001, 3005, 3006, 3021, 3022, 3023, 3041, 3051, 3089, 3110, 3135, 3152, 3161, 3175, 3181, 3182, 3199, 3210, 3212, 3214, 3217, 3231, 3233, 3254, 3256, 3264, 3286, 3292, 3293, 3300, 3311, 3334, 3336, 3344, 3363, 3365, 3366, 3374, 3385, 3392, 3393, 3394, 3395, 3399, 3439, 3442, 3474, 3482, 3484, 3492, 3500, 3506, 3508]"
21,on$,"[1, 4, 12, 18, 23, 92, 100, 108, 114, 137, 138, 143, 144, 145, 152, 155, 159, 163, 166, 173, 183, 189, 192, 194, 220, 222, 223, 228, 239, 241, 257, 263, 271, 274, 290, 296, 314, 340, 361, 373, 384, 386, 400, 401, 402, 416, 438, 446, 457, 465, 470, 477, 487, 489, 511, 523, 527, 543, 544, 546, 554, 558, 561, 567, 570, 577, 581, 588, 591, 595, 596, 607, 619, 621, 650, 657, 662, 664, 721, 726, 736, 758, 759, 760, 763, 764, 767, 788, 810, 818, 825, 838, 839, 851, 859, 878, 893, 897, 904, 950, 955, 982, 1002, 1016, 1017, 1020, 1024, 1033, 1034, 1036, 1071, 1081, 1082, 1119, 1122, 1124, 1129, 1135, 1147, 1153, 1160, 1162, 1166, 1202, 1216, 1239, 1258, 1275, 1293, 1315, 1321, 1330, 1345, 1347, 1352, 1356, 1372, 1391, 1392, 1416, 1421, 1436, 1457, 1458, 1502, 1503, 1509, 1529, 1530, 1534, 1556, 1557, 1567, 1584, 1600, 1603, 1631, 1641, 1644, 1660, 1663, 1675, 1696, 1704, 1707, 1714, 1725, 1736, 1762, 1779, 1790, 1804, 1810, 1829, 1857, 1864, 1867, 1870, 1892, 1911, 1915, 1934, 1947, 1967, 1976, 1977, 1986, 2003, 2011, 2017, 2040, 2065, 2095, 2170, 2199, 2200, 2213, 2225, 2228, 2232, 2239, 2261, 2266, 2271, 2273, 2291, 2292, 2293, 2309, 2370, 2392, 2393, 2399, 2408, 2425, 2440, 2444, 2475, 2497, 2517, 2521, 2545, 2549, 2574, 2577, 2604, 2626, 2638, 2644, 2645, 2661, 2670, 2680, 2695, 2703, 2706, 2727, 2729, 2739, 2757, 2783, 2786, 2790, 2813, 2853, 2861, 2865, 2872, 2878, 2902, 2904, 2910, 2921, 2923, 2988, 3001, 3005, 3023, 3041, 3051, 3089, 3110, 3135, 3152, 3161, 3181, 3182, 3199, 3210, 3212, 3214, 3217, 3231, 3254, 3256, 3264, 3286, 3292, 3293, 3311, 3334, 3344, 3363, 3366, 3374, 3393, 3394, 3395, 3399, 3417, 3439, 3442, 3482, 3484, 3492, 3506, 3508]"
22,$ad,"[2, 41, 71, 257, 279, 530, 603, 729, 823, 852, 878, 1210, 1216, 1251, 1270, 1289, 1330, 1381, 1453, 1606, 1608, 1673, 1903, 2003, 2161, 2213, 3096, 3296, 3438, 3513]"
23,adm,"[2, 257, 729, 2213]"
24,dm$,[2]
25,$11,"[3, 47, 1535]"
26,110,"[3, 47, 1174, 1535, 1553, 1760, 3221]"
27,100,"[3, 2433, 3194, 3525]"
28,00$,"[3, 77, 738, 1112, 2179, 2433, 2849, 2892, 3194, 3322, 3481, 3525]"
29,$in,"[4, 36, 82, 92, 118, 124, 145, 182, 185, 207, 225, 277, 287, 325, 327, 354, 361, 369, 375, 413, 435, 442, 446, 464, 476, 496, 498, 501, 503, 519, 527, 536, 538, 549, 564, 576, 612, 614, 616, 682, 768, 770, 789, 802, 825, 827, 859, 862, 863, 955, 960, 964, 980, 992, 1017, 1047, 1053, 1105, 1117, 1122, 1127, 1153, 1155, 1171, 1199, 1205, 1246, 1257, 1266, 1321, 1345, 1391, 1398, 1414, 1459, 1466, 1476, 1513, 1516, 1519, 1549, 1555, 1649, 1680, 1696, 1750, 1777, 1815, 1828, 1865, 1974, 2005, 2011, 2020, 2029, 2081, 2143, 2154, 2155, 2172, 2201, 2203, 2209, 2219, 2239, 2254, 2261, 2271, 2293, 2297, 2349, 2352, 2367, 2399, 2409, 2419, 2439, 2454, 2469, 2549, 2581, 2635, 2706, 2740, 2794, 2869, 3035, 3074, 3083, 3095, 3099, 3111, 3191, 3210, 3230, 3234, 3254, 3379]"
30,int,"[4, 36, 82, 124, 145, 185, 207, 277, 300, 361, 369, 375, 435, 442, 464, 476, 519, 538, 616, 651, 770, 789, 802, 827, 849, 859, 955, 980, 992, 1021, 1105, 1122, 1171, 1246, 1257, 1271, 1280, 1319, 1321, 1345, 1394, 1398, 1404, 1445, 1466, 1513, 1519, 1555, 1828, 1865, 1949, 2005, 2020, 2143, 2155, 2198, 2209, 2219, 2230, 2239, 2271, 2469, 2549, 2805, 2852, 2869, 3017, 3028, 3035, 3083, 3115, 3191, 3210, 3234, 3313, 3379]"
31,ntr,"[4, 22, 36, 82, 157, 170, 202, 205, 206, 207, 375, 432, 481, 586, 670, 789, 1364, 1365, 1668, 1828, 1967, 2292, 2444, 2469, 3210, 3213, 3241]"
32,tro,"[4, 22, 36, 82, 170, 328, 375, 789, 1694, 2177, 2469, 3213, 3241]"
33,rod,"[4, 36, 82, 85, 226, 375, 789, 1147, 1375, 2469, 2609, 2665, 3360]"
34,odu,"[4, 36, 82, 85, 226, 375, 630, 789, 1147, 1375, 2301, 2617, 2665, 3360]"
35,duc,"[4, 36, 82, 85, 226, 375, 789, 1147, 1375, 1392, 1704, 1761, 1973, 1974, 2293, 2634, 2635, 2665, 2846, 2865, 3360]"
36,uct,"[4, 134, 226, 325, 471, 789, 1147, 1247, 1262, 1355, 1359, 1375, 1392, 1736, 1761, 1892, 1973, 1974, 1984, 2011, 2293, 2407, 2794, 2865, 3080, 3301, 3360]"
37,cti,"[4, 18, 105, 116, 231, 236, 241, 249, 258, 290, 334, 443, 523, 532, 598, 626, 643, 657, 753, 763, 764, 808, 839, 859, 883, 957, 984, 1147, 1299, 1315, 1321, 1355, 1365, 1375, 1392, 1421, 1556, 1708, 1736, 1776, 1779, 1892, 1904, 1934, 1973, 1974, 1977, 1980, 2011, 2020, 2096, 2129, 2164, 2228, 2261, 2266, 2271, 2292, 2293, 2407, 2440, 2444, 2534, 2545, 2581, 2636, 2670, 2739, 2865, 3060, 3115, 3136, 3199, 3231, 3237, 3254, 3308, 3309, 3336, 3363, 3381, 3474, 3484, 3500]"
38,$ma,"[5, 11, 14, 17, 29, 109, 119, 295, 344, 351, 411, 428, 525, 587, 600, 631, 706, 886, 970, 985, 1113, 1150, 1176, 1280, 1346, 1422, 1445, 1463, 1578, 1610, 1641, 1799, 1800, 1843, 1927, 2140, 2148, 2175, 2179, 2207, 2211, 2246, 2285, 2365, 2455, 2507, 2513, 2650, 2655, 2659, 2693, 2816, 2862, 2958, 2961, 3023, 3032, 3072, 3195, 3366, 3388]"
39,man,"[5, 11, 14, 17, 26, 125, 208, 344, 351, 551, 886, 988, 1014, 1113, 1176, 1422, 1641, 1845, 1962, 1969, 2357, 2455, 2471, 2510, 2626, 2787, 2854, 2879, 3023, 3061, 3428, 3498]"
40,ana,"[5, 11, 14, 17, 128, 251, 351, 456, 482, 551, 714, 775, 1014, 1302, 1579, 1931, 2043, 2072, 2131, 2240, 2458, 2554, 3216, 3383]"
41,nag,"[5, 11, 14, 17, 351, 551, 1014]"
42,age,"[5, 11, 14, 17, 255, 311, 320, 551, 676, 784, 823, 846, 952, 1004, 1014, 1104, 1108, 1144, 1225, 1289, 1295, 1311, 1532, 1563, 1646, 1671, 1748, 2178, 2202, 2529, 2903, 3073, 3100, 3114, 3343]"
43,gem,"[5, 551, 1004, 1009, 3273]"
44,eme,"[5, 83, 172, 337, 355, 365, 379, 551, 555, 627, 699, 803, 804, 889, 941, 1004, 1009, 1020, 1258, 1370, 1490, 1625, 1676, 1942, 2069, 2141, 2167, 2217, 2361, 2900, 2979, 3160, 3188, 3273, 3385]"
45,men,"[5, 55, 73, 83, 172, 212, 223, 230, 319, 337, 355, 365, 379, 412, 521, 540, 541, 551, 555, 612, 614, 627, 705, 854, 889, 986, 1004, 1009, 1020, 1098, 1126, 1154, 1160, 1208, 1238, 1258, 1370, 1381, 1490, 1560, 1565, 1566, 1567, 1603, 1625, 1657, 1676, 1716, 1812, 1923, 1942, 1975, 2014, 2029, 2069, 2138, 2141, 2289, 2330, 2361, 2417, 2587, 2740, 2900, 2956, 2979, 3160, 3188, 3233, 3256, 3273, 3385, 3392, 3393, 3394, 3462]"
46,ent,"[5, 55, 73, 83, 155, 157, 168, 172, 202, 205, 206, 212, 223, 230, 237, 282, 319, 337, 338, 340, 354, 355, 356, 365, 379, 399, 412, 431, 495, 511, 521, 540, 541, 543, 551, 555, 564, 586, 612, 614, 625, 627, 668, 685, 705, 785, 804, 854, 876, 889, 926, 940, 952, 952, 955, 971, 986, 991, 1004, 1009, 1020, 1098, 1103, 1126, 1129, 1135, 1154, 1164, 1208, 1213, 1236, 1238, 1258, 1342, 1364, 1366, 1370, 1372, 1380, 1381, 1457, 1490, 1502, 1549, 1560, 1565, 1566, 1567, 1608, 1625, 1634, 1647, 1657, 1668, 1676, 1705, 1716, 1719, 1753, 1777, 1782, 1798, 1803, 1812, 1893, 1905, 1906, 1923, 1927, 1942, 1975, 2014, 2029, 2055, 2069, 2075, 2117, 2130, 2141, 2160, 2163, 2165, 2176, 2221, 2289, 2325, 2330, 2361, 2417, 2419, 2448, 2479, 2586, 2606, 2621, 2783, 2789, 2877, 2900, 2979, 2979, 3019, 3021, 3100, 3160, 3162, 3188, 3206, 3213, 3256, 3273, 3380, 3385, 3462, 3462, 3464, 3470, 3510]"
47,nt$,"[5, 55, 73, 83, 172, 212, 229, 237, 265, 282, 338, 341, 355, 365, 379, 420, 495, 521, 540, 541, 551, 555, 612, 614, 625, 627, 668, 678, 685, 705, 804, 849, 854, 866, 889, 940, 952, 986, 991, 1004, 1009, 1021, 1046, 1098, 1103, 1154, 1208, 1213, 1236, 1238, 1271, 1292, 1319, 1366, 1370, 1381, 1490, 1608, 1625, 1657, 1666, 1716, 1812, 1860, 1905, 1906, 1923, 1942, 1949, 1975, 2014, 2069, 2117, 2130, 2159, 2160, 2163, 2165, 2176, 2205, 2214, 2221, 2230, 2289, 2325, 2330, 2361, 2417, 2419, 2448, 2454, 2586, 2725, 2805, 2877, 2900, 2979, 3100, 3120, 3160, 3188, 3273, 3462, 3510]"
48,$3$,[6]
49,$un,"[7, 88, 169, 324, 418, 551, 1154, 1206, 1247, 1404, 1483, 1689, 1764, 1787, 1869, 1945, 2073, 2272, 2318, 2453, 2557, 2685, 2792, 2800, 2843, 2845, 2864, 2899, 2901, 3112, 3215]"
50,uni,"[7, 23, 90, 169, 551, 621, 715, 820, 1162, 1483, 1716, 1785, 1869, 1917, 1945, 2453, 2843, 2901, 2931, 3215, 3493]"
51,nit,"[7, 177, 595, 715, 735, 820, 1266, 1414, 1530, 1542, 1785, 1790, 1917, 2126, 2129, 2222, 2226, 2254, 2380, 2439, 2740]"
52,it$,"[7, 393, 423, 513, 563, 565, 597, 725, 793, 817, 920, 1115, 1141, 1514, 1522, 1862, 1884, 2086, 2224, 2256, 2457, 2681, 2896, 2919, 2978]"
53,$pr,"[8, 39, 58, 68, 73, 85, 107, 132, 162, 215, 226, 227, 228, 236, 249, 281, 283, 317, 340, 365, 374, 378, 404, 423, 475, 506, 577, 584, 601, 624, 666, 668, 673, 696, 753, 763, 772, 808, 810, 876, 882, 883, 890, 916, 942, 984, 991, 993, 1002, 1092, 1100, 1119, 1123, 1147, 1264, 1343, 1361, 1372, 1375, 1409, 1415, 1420, 1421, 1428, 1455, 1464, 1474, 1488, 1554, 1592, 1600, 1650, 1685, 1705, 1708, 1746, 1747, 1754, 1776, 1793, 1996, 2075, 2171, 2243, 2266, 2274, 2286, 2372, 2405, 2476, 2480, 2526, 2802, 3005, 3031, 3123, 3124, 3147, 3227, 3237, 3275, 3303, 3442, 3464, 3466, 3468, 3509]"
54,pro,"[8, 35, 39, 58, 85, 107, 132, 162, 172, 215, 226, 228, 268, 281, 283, 317, 365, 378, 404, 423, 475, 513, 577, 601, 673, 762, 794, 810, 817, 876, 882, 916, 984, 997, 1002, 1092, 1100, 1119, 1123, 1141, 1147, 1264, 1361, 1375, 1415, 1420, 1421, 1428, 1464, 1474, 1592, 1708, 1746, 1750, 1754, 1763, 1776, 1793, 2162, 2170, 2204, 2243, 2266, 2286, 2372, 2526, 2665, 2802, 2802, 3031, 3063, 3123, 3124, 3147, 3237, 3275, 3302, 3303, 3360, 3442, 3464, 3466, 3468, 3509]"
55,rov,"[8, 172, 577, 794, 916, 997, 1100, 1123, 1763, 1793, 2372]"
56,ovi,"[8, 217, 577, 794, 916, 1100, 1123, 1793, 2372, 2659]"
57,vid,"[8, 327, 498, 599, 605, 916, 1100, 1226, 1314, 1724, 1793, 3053]"
58,ide,"[8, 184, 220, 406, 460, 543, 599, 605, 726, 907, 916, 940, 1100, 1196, 1226, 1314, 1342, 1634, 1724, 1726, 1793, 2227, 2401, 2402, 2461, 2546, 2621, 3053, 3101]"
59,es$,"[8, 49, 82, 292, 425, 426, 434, 574, 576, 609, 665, 755, 770, 783, 784, 935, 1159, 1234, 1261, 1485, 1488, 1511, 1512, 1516, 1517, 1731, 2227, 2326, 2344, 2466, 2520, 2561, 2564, 2662, 2718, 2980, 2992, 3010, 3068, 3262]"
60,$ba,"[9, 259, 285, 645, 694, 709, 1243, 1655, 1783, 2434, 2518, 2520, 2554, 3009, 3056]"
61,bas,"[9, 112, 140, 645, 709, 1102, 1105, 1243, 1264, 1504, 1724, 1729, 2523, 2989, 3017, 3018, 3068, 3162, 3197, 3219, 3239, 3312, 3343, 3473, 3487]"
62,asi,"[9, 86, 366, 434, 608, 645, 704, 1887, 1938, 2072, 2110, 2238]"
63,sic,"[9, 28, 1700, 2028, 2472]"
64,ic$,"[9, 46, 52, 69, 70, 75, 113, 148, 181, 188, 204, 211, 243, 328, 377, 378, 463, 532, 559, 634, 648, 712, 756, 945, 1539, 1543, 1592, 1664, 1694, 1700, 1712, 1734, 1742, 1743, 1782, 1844, 1845, 1861, 1871, 1894, 1902, 1931, 1939, 1941, 1943, 1951, 1962, 1978, 1979, 1996, 2002, 2057, 2121, 2142, 2189, 2196, 2264, 2312, 2371, 2374, 2375, 2394, 2406, 2442, 2456, 2472, 2483, 2484, 2514, 2565, 2595, 2709, 2726, 2728, 2738, 2782, 2943, 2981, 3060, 3061, 3149, 3220, 3259, 3269, 3271, 3272, 3274, 3316, 3342, 3372, 3375, 3400, 3410, 3422, 3519, 3524]"
65,$ne,"[10, 389, 390, 398, 554, 671, 716, 1044, 1090, 1436, 1526, 1575, 1579, 1580, 1711, 1807, 1826, 1882, 1883, 1886, 1937, 2024, 2049, 2084, 2225, 2516, 2626, 2772, 2854, 3475, 3476]"
66,nec,"[10, 859, 972, 1980, 2443, 2636, 3199, 3474]"
67,ece,"[10, 495, 668, 2130]"
68,ces,"[10, 82, 107, 292, 360, 546, 828, 1264, 1361, 1511, 1750, 2561, 3031, 3065, 3123, 3124, 3253, 3302, 3445, 3502, 3509]"
69,ess,"[10, 41, 71, 107, 192, 346, 360, 546, 601, 603, 697, 705, 736, 828, 926, 942, 957, 1002, 1095, 1126, 1230, 1234, 1264, 1273, 1307, 1361, 1396, 1428, 1474, 1511, 1527, 1557, 1648, 1648, 1675, 1729, 1746, 1750, 1952, 1983, 1985, 2241, 2355, 2438, 2443, 2453, 2488, 2539, 2896, 2987, 2988, 3004, 3031, 3065, 3091, 3105, 3114, 3123, 3124, 3135, 3165, 3242, 3302, 3435, 3445, 3502, 3509]"
70,ssa,"[10, 3114]"
71,sar,"[10, 3096]"
72,ary,"[10, 256, 707, 890, 891, 995, 1151, 1317, 1577, 1703, 2141, 2387, 2503, 2857, 2875, 3010, 3034]"
73,ry$,"[10, 256, 306, 322, 354, 431, 481, 503, 517, 587, 667, 707, 789, 826, 890, 891, 995, 1151, 1317, 1364, 1461, 1482, 1528, 1531, 1577, 1598, 1703, 1713, 1751, 1781, 1801, 1827, 1928, 2043, 2141, 2283, 2387, 2503, 2765, 2857, 2875, 2957, 3034, 3066, 3067, 3250, 3539]"
74,ge$,"[11, 255, 311, 656, 676, 723, 815, 846, 869, 908, 1064, 1104, 1108, 1144, 1225, 1289, 1295, 1311, 1496, 1532, 1563, 1646, 2091, 2202, 2335, 2529, 2639, 2903, 3073, 3114]"
75,$or,"[12, 20, 136, 269, 336, 818, 1019, 1135, 1164, 1741, 2281, 2387, 2457, 2918, 2960]"
76,org,"[12, 20, 136, 818, 1019, 1257, 3292, 3354]"
77,rga,"[12, 20, 136, 259, 818, 1019, 1257, 3292, 3354]"
78,gan,"[12, 20, 136, 818, 1019, 1257, 3292, 3354, 3434]"
79,ani,"[12, 20, 66, 91, 136, 818, 1019, 1257, 1641, 1795, 1828, 1845, 1879, 2455, 2572, 2714, 2981, 3023, 3184, 3292, 3344, 3354]"
80,niz,"[12, 20, 136, 621, 935, 1257, 3292, 3354, 3399]"
81,iza,"[12, 136, 621, 767, 1071, 1202, 1257, 1345, 1503, 1631, 1867, 2370, 2393, 2517, 2574, 2757, 2786, 2861, 2921, 3292, 3366, 3395, 3399, 3506, 3508]"
82,zat,"[12, 136, 621, 767, 1071, 1202, 1257, 1345, 1503, 1631, 1867, 2370, 2393, 2517, 2574, 2757, 2786, 2861, 2921, 3292, 3366, 3395, 3399, 3506, 3508]"
83,ati,"[12, 23, 60, 64, 90, 92, 100, 104, 114, 136, 137, 138, 143, 145, 148, 150, 152, 155, 183, 189, 198, 220, 223, 239, 241, 250, 257, 263, 271, 296, 321, 340, 361, 373, 384, 386, 400, 401, 402, 442, 465, 469, 470, 487, 489, 527, 533, 543, 553, 554, 558, 567, 570, 578, 581, 588, 591, 619, 621, 622, 654, 659, 662, 682, 685, 717, 721, 724, 726, 729, 766, 767, 788, 818, 825, 841, 842, 851, 857, 933, 950, 980, 1016, 1017, 1019, 1020, 1024, 1033, 1034, 1036, 1040, 1071, 1082, 1122, 1124, 1129, 1135, 1153, 1162, 1166, 1202, 1209, 1216, 1233, 1239, 1246, 1257, 1258, 1266, 1275, 1293, 1341, 1345, 1345, 1350, 1352, 1400, 1418, 1436, 1442, 1458, 1463, 1503, 1513, 1567, 1568, 1584, 1592, 1600, 1616, 1631, 1641, 1644, 1663, 1696, 1704, 1719, 1735, 1750, 1753, 1757, 1762, 1789, 1804, 1829, 1857, 1864, 1867, 1892, 1911, 1927, 1947, 1976, 1986, 1996, 2036, 2040, 2057, 2087, 2095, 2113, 2121, 2170, 2182, 2191, 2199, 2204, 2227, 2273, 2285, 2291, 2309, 2370, 2393, 2394, 2398, 2406, 2425, 2428, 2501, 2517, 2521, 2525, 2527, 2532, 2541, 2549, 2566, 2574, 2604, 2619, 2630, 2680, 2703, 2727, 2729, 2750, 2757, 2783, 2786, 2790, 2804, 2851, 2861, 2872, 2875, 2902, 2902, 2904, 2904, 2921, 2923, 2931, 3001, 3016, 3021, 3022, 3023, 3041, 3051, 3070, 3141, 3146, 3152, 3161, 3182, 3214, 3228, 3256, 3264, 3286, 3292, 3300, 3316, 3344, 3345, 3365, 3366, 3372, 3385, 3394, 3395, 3399, 3402, 3410, 3482, 3492, 3506, 3508]"
84,$le,"[13, 21, 106, 244, 329, 487, 608, 736, 737, 743, 786, 801, 880, 1031, 1144, 1418, 1551, 1810, 1962, 1995, 2413, 2487, 2559, 2560, 3129, 3483]"
85,lea,"[13, 21, 244, 608, 737, 743, 786, 1031, 1448, 1551, 3184, 3483]"
86,ear,"[13, 191, 515, 635, 737, 786, 1013, 1313, 1448, 1467, 1494, 1876, 1990, 2366, 2452, 2515, 2626, 2928, 3177, 3273, 3470, 3475]"
87,arn,"[13, 737, 786, 1013]"
88,rn$,"[13, 298, 310, 395, 445, 502, 2412, 2578]"
89,ger,"[14, 17, 606, 1014, 1466, 1827, 2060, 2498]"
90,er$,"[14, 98, 121, 245, 269, 417, 421, 424, 427, 428, 472, 484, 491, 509, 545, 575, 606, 647, 651, 694, 733, 750, 892, 903, 923, 924, 938, 977, 1011, 1014, 1029, 1086, 1100, 1176, 1231, 1313, 1440, 1466, 1477, 1495, 1497, 1621, 1654, 1683, 1698, 1730, 1907, 1990, 2007, 2013, 2062, 2109, 2162, 2235, 2295, 2316, 2336, 2359, 2367, 2384, 2528, 2592, 2633, 2647, 2689, 2732, 2733, 2756, 2773, 2871, 2880, 2888, 2890, 3028, 3054, 3076, 3077, 3122, 3166, 3168, 3185, 3218, 3261, 3280, 3288, 3303, 3384, 3411, 3428, 3483, 3501]"
91,$'s,[15]
92,'s$,[15]
93,$ro,"[16, 1940, 2704, 2838, 3279, 3288, 3412, 3435]"
94,rol,"[16, 22, 170, 1822, 3241, 3468]"
95,ole,"[16, 894, 1419, 1606, 1608, 1638, 2117, 2290, 2494, 2662, 3120, 3180, 3270, 3277, 3446]"
